"year","treatment","spp","phen_stage","subsite","site_name","ct","ct_na"
1994,"CTL","SILACA","FO","FINSE.alpine_moist_heath.KK","FINSE",19,0
1994,"CTL","SILACA","LPE","FINSE.alpine_moist_heath.KK","FINSE",19,0
1994,"OTC","SILACA","FO","FINSE.alpine_moist_heath.KK","FINSE",19,0
1994,"OTC","SILACA","LPE","FINSE.alpine_moist_heath.KK","FINSE",19,0
2009,"CTL","SILACA","FO","FINSE.alpine_moist_heath.KK","FINSE",20,1
2009,"CTL","SILACA","LPE","FINSE.alpine_moist_heath.KK","FINSE",20,1
