"site_name","subsite","spp","year","treatment","ct","ct_na","phen_stage"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2014","OTC",20,2,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2014","OTC",20,2,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2014","OTC",20,20,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2014","OTC",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2014","OTC",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2014","OTC",20,20,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","CTL",20,7,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","CTL",20,7,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","CTL",20,20,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","CTL",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","CTL",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","CTL",20,7,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","OTC",20,12,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","OTC",20,11,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","OTC",20,20,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","OTC",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","OTC",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2015","OTC",20,12,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","CTL",20,6,"first anther"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","CTL",20,20,"first bud"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","CTL",20,0,"first leaf"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","CTL",20,20,"MET"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","CTL",20,0,"obs"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","CTL",20,6,"seed shed"
"DARING","DARING.TERNPLOT_F.KC","eriophorum","2016","OTC",20,13,"first anther"
