"site_name","subsite","year","treatment","plot","plant_id","prior_visit","doy"
"DARING","DARING.TERNPLOT_B.KC","2010","CTL","B17","B17_B17_vaccinium",151,153
"DARING","DARING.TERNPLOT_B.KC","2010","CTL","B18","B18_B18_vaccinium",151,153
"DARING","DARING.TERNPLOT_B.KC","2010","CTL","B19","B19_B19_vaccinium",148,151
"DARING","DARING.TERNPLOT_B.KC","2010","CTL","B20","B20_B20_vaccinium",148,151
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B1","B1_B1_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B2","B2_B2_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B3","B3_B3_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B4","B4_B4_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B5","B5_B5_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B6","B6_B6_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B7","B7_B7_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B8","B8_B8_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B9","B9_B9_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B10","B10_B10_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B11","B11_B11_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B12","B12_B12_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B13","B13_B13_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B14","B14_B14_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B15","B15_B15_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B16","B16_B16_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B17","B17_B17_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B18","B18_B18_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B19","B19_B19_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2011","CTL","B20","B20_B20_vaccinium",NA,NA
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B5","B5_B5_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B4","B4_B4_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B6","B6_B6_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B17","B17_B17_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B7","B7_B7_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B16","B16_B16_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B18","B18_B18_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B3","B3_B3_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B19","B19_B19_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B15","B15_B15_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B2","B2_B2_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B14","B14_B14_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B20","B20_B20_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B13","B13_B13_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B12","B12_B12_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B11","B11_B11_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B10","B10_B10_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B8","B8_B8_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B9","B9_B9_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2012","CTL","B1","B1_B1_vaccinium",NA,125
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B1","B1_B1_vaccinium",141,144
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B2","B2_B2_vaccinium",141,144
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B3","B3_B3_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B4","B4_B4_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B5","B5_B5_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B6","B6_B6_vaccinium",141,144
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B7","B7_B7_vaccinium",141,144
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B8","B8_B8_vaccinium",NA,141
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B9","B9_B9_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B10","B10_B10_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B11","B11_B11_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B12","B12_B12_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B13","B13_B13_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B14","B14_B14_vaccinium",NA,141
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B15","B15_B15_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B16","B16_B16_vaccinium",141,144
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B17","B17_B17_vaccinium",NA,141
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B18","B18_B18_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B19","B19_B19_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2013","CTL","B20","B20_B20_vaccinium",144,146
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B1","B1_B1_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B2","B2_B2_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B3","B3_B3_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B4","B4_B4_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B5","B5_B5_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B6","B6_B6_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B7","B7_B7_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B8","B8_B8_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B9","B9_B9_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B10","B10_B10_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B11","B11_B11_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B12","B12_B12_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B13","B13_B13_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B14","B14_B14_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B15","B15_B15_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B16","B16_B16_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B17","B17_B17_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B18","B18_B18_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B19","B19_B19_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2014","CTL","B20","B20_B20_vaccinium",134,145
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B1","B1_B1_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B2","B2_B2_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B3","B3_B3_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B4","B4_B4_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B5","B5_B5_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B6","B6_B6_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B7","B7_B7_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B8","B8_B8_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B9","B9_B9_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B10","B10_B10_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B11","B11_B11_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B12","B12_B12_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B13","B13_B13_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B14","B14_B14_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B15","B15_B15_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B16","B16_B16_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B17","B17_B17_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B18","B18_B18_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B19","B19_B19_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2015","CTL","B20","B20_B20_vaccinium",133,135
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B1","B1_B1_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B2","B2_B2_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B3","B3_B3_vaccinium",137,138
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B4","B4_B4_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B5","B5_B5_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B6","B6_B6_vaccinium",143,151
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B7","B7_B7_vaccinium",140,142
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B8","B8_B8_vaccinium",140,142
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B9","B9_B9_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B10","B10_B10_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B11","B11_B11_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B12","B12_B12_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B13","B13_B13_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B14","B14_B14_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B15","B15_B15_vaccinium",140,142
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B16","B16_B16_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B17","B17_B17_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B18","B18_B18_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B19","B19_B19_vaccinium",126,137
"DARING","DARING.TERNPLOT_B.KC","2016","CTL","B20","B20_B20_vaccinium",138,140
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B1","B1_B1_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B2","B2_B2_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B3","B3_B3_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B4","B4_B4_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B5","B5_B5_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B6","B6_B6_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B7","B7_B7_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B8","B8_B8_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B9","B9_B9_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B10","B10_B10_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B11","B11_B11_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B12","B12_B12_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B13","B13_B13_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B14","B14_B14_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B15","B15_B15_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B16","B16_B16_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B17","B17_B17_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B18","B18_B18_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B19","B19_B19_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2017","CTL","B20","B20_B20_vaccinium",149,151
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B1","B1_B1_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B2","B2_B2_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B3","B3_B3_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B4","B4_B4_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B5","B5_B5_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B6","B6_B6_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B7","B7_B7_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B8","B8_B8_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B9","B9_B9_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B10","B10_B10_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B11","B11_B11_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B12","B12_B12_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B13","B13_B13_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B14","B14_B14_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B15","B15_B15_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B16","B16_B16_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B17","B17_B17_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B18","B18_B18_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B19","B19_B19_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2018","CTL","B20","B20_B20_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B1","B1_B1_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B2","B2_B2_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B3","B3_B3_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B4","B4_B4_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B5","B5_B5_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B6","B6_B6_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B7","B7_B7_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B8","B8_B8_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B9","B9_B9_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B10","B10_B10_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B11","B11_B11_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B12","B12_B12_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B13","B13_B13_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B14","B14_B14_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B15","B15_B15_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B16","B16_B16_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B17","B17_B17_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B18","B18_B18_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B19","B19_B19_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2019","CTL","B20","B20_B20_vaccinium",NA,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC1","BE1_OTC1_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC1","BE2_OTC1_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC1","BE3_OTC1_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC1","BE4_OTC1_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC1","BE5_OTC1_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC2","BE6_OTC2_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC2","BE7_OTC2_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC2","BE8_OTC2_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC2","BE9_OTC2_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC2","BE10_OTC2_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC3","BE11_OTC3_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC3","BE12_OTC3_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC3","BE13_OTC3_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC3","BE14_OTC3_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC3","BE15_OTC3_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC4","BE16_OTC4_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC4","BE17_OTC4_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC4","BE18_OTC4_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC4","BE19_OTC4_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2001","OTC","OTC4","BE20_OTC4_ledum",145,156
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC1","BE1_OTC1_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC1","BE2_OTC1_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC1","BE3_OTC1_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC1","BE4_OTC1_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC1","BE5_OTC1_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC2","BE6_OTC2_ledum",144,146
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC2","BE7_OTC2_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC2","BE8_OTC2_ledum",144,146
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC2","BE9_OTC2_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC2","BE10_OTC2_ledum",126,144
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC3","BE11_OTC3_ledum",146,148
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC3","BE12_OTC3_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC3","BE13_OTC3_ledum",126,144
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC3","BE14_OTC3_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC3","BE15_OTC3_ledum",148,155
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC4","BE16_OTC4_ledum",126,144
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC4","BE17_OTC4_ledum",144,146
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC4","BE18_OTC4_ledum",144,146
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC4","BE19_OTC4_ledum",126,144
"DARING","DARING.TERNPLOT_B.KC","2002","OTC","OTC4","BE20_OTC4_ledum",126,144
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC1","BE1_OTC1_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC1","BE2_OTC1_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC1","BE3_OTC1_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC1","BE4_OTC1_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC1","BE5_OTC1_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC2","BE6_OTC2_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC2","BE7_OTC2_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC2","BE8_OTC2_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC2","BE9_OTC2_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC2","BE10_OTC2_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC3","BE11_OTC3_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC3","BE12_OTC3_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC3","BE13_OTC3_ledum",140,143
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC3","BE14_OTC3_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC3","BE15_OTC3_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC4","BE16_OTC4_ledum",140,143
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC4","BE17_OTC4_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC4","BE18_OTC4_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC4","BE19_OTC4_ledum",143,148
"DARING","DARING.TERNPLOT_B.KC","2003","OTC","OTC4","BE20_OTC4_ledum",140,143
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC1","BE1_OTC1_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC1","BE2_OTC1_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC1","BE3_OTC1_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC1","BE4_OTC1_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC1","BE5_OTC1_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC2","BE6_OTC2_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC2","BE7_OTC2_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC2","BE8_OTC2_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC2","BE9_OTC2_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC2","BE10_OTC2_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC3","BE11_OTC3_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC3","BE12_OTC3_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC3","BE13_OTC3_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC3","BE14_OTC3_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC3","BE15_OTC3_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC4","BE16_OTC4_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC4","BE17_OTC4_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC4","BE18_OTC4_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC4","BE19_OTC4_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2004","OTC","OTC4","BE20_OTC4_ledum",153,158
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC1","BE1_OTC1_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC1","BE2_OTC1_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC1","BE3_OTC1_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC1","BE4_OTC1_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC1","BE5_OTC1_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC2","BE6_OTC2_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC2","BE7_OTC2_ledum",150,151
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC2","BE8_OTC2_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC2","BE9_OTC2_ledum",150,151
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC2","BE10_OTC2_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC3","BE11_OTC3_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC3","BE12_OTC3_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC3","BE13_OTC3_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC3","BE14_OTC3_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC3","BE15_OTC3_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC4","BE16_OTC4_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC4","BE17_OTC4_ledum",149,150
"DARING","DARING.TERNPLOT_B.KC","2005","OTC","OTC4","BE18_OTC4_ledum",149,150
