"site_name","subsite","spp","year","treatment","ct","ct_na","phen_stage"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,0,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,0,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,0,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,0,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,0,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,10,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,10,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,10,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,17,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,10,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,4,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,4,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,4,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,4,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,4,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2006","OTC",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,7,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,7,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,7,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,17,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,7,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2006","OTC",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,0,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,0,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,1,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,2,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,1,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2007","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,4,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,6,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,6,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,20,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2007","CTL",20,6,"last flower shed"
