"","all","site_name","subsite","year","treatment","plot","doy","OTC_period"
"3658","BARROW_BARROW.BW.RH_2017_OTC","BARROW","BARROW.BW.RH",2017,"OTC","BWE21",172,"SO"
"3659","BARROW_BARROW.BW.RH_2017_OTC","BARROW","BARROW.BW.RH",2017,"OTC","BWE22",172,"SO"
"3660","BARROW_BARROW.BW.RH_2017_OTC","BARROW","BARROW.BW.RH",2017,"OTC","BWE23",172,"SO"
"3661","BARROW_BARROW.BW.RH_2017_OTC","BARROW","BARROW.BW.RH",2017,"OTC","BWE24",172,"SO"
"3662","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC01",184,"SO"
"3663","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC02",184,"SO"
"3664","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC03",186,"SO"
"3665","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC04",184,"SO"
"3666","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC05",184,"SO"
"3667","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC06",184,"SO"
"3668","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC07",184,"SO"
"3669","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC08",186,"SO"
"3670","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC09",184,"SO"
"3671","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC10",186,"SO"
"3672","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC11",184,"SO"
"3673","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC12",184,"SO"
"3674","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC13",184,"SO"
"3675","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC14",184,"SO"
"3676","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC15",180,"SO"
"3677","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC16",184,"SO"
"3678","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC17",184,"SO"
"3679","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC18",184,"SO"
"3680","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC19",184,"SO"
"3681","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC20",184,"SO"
"3682","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC21",184,"SO"
"3683","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC22",184,"SO"
"3684","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC23",186,"SO"
"3685","BARROW_BARROW.BW.RH_2018_CTL","BARROW","BARROW.BW.RH",2018,"CTL","BWC24",186,"SO"
"3686","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE01",184,"SO"
"3687","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE02",184,"SO"
"3688","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE03",186,"SO"
"3689","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE04",184,"SO"
"3690","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE05",186,"SO"
"3691","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE06",186,"SO"
"3692","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE07",184,"SO"
"3693","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE08",184,"SO"
"3694","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE09",184,"SO"
"3695","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE10",186,"SO"
"3696","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE11",186,"SO"
"3697","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE12",186,"SO"
"3698","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE13",184,"SO"
"3699","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE14",186,"SO"
"3700","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE15",186,"SO"
"3701","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE16",184,"SO"
"3702","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE17",184,"SO"
"3703","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE18",184,"SO"
"3704","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE19",184,"SO"
"3705","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE20",184,"SO"
"3706","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE21",184,"SO"
"3707","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE22",184,"SO"
"3708","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE23",184,"SO"
"3709","BARROW_BARROW.BW.RH_2018_OTC","BARROW","BARROW.BW.RH",2018,"OTC","BWE24",184,"SO"
"3710","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC01",172,"SO"
"3711","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC02",172,"SO"
"3712","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC03",169,"SO"
"3713","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC04",169,"SO"
"3714","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC05",171,"SO"
"3715","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC06",172,"SO"
"3716","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC07",172,"SO"
"3717","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC08",172,"SO"
"3718","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC09",171,"SO"
"3719","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC10",171,"SO"
"3720","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC11",172,"SO"
"3721","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC12",171,"SO"
"3722","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC13",171,"SO"
"3723","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC14",169,"SO"
"3724","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC15",169,"SO"
"3725","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC16",169,"SO"
"3726","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC17",171,"SO"
"3727","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC18",171,"SO"
"3728","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC19",172,"SO"
"3729","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC20",172,"SO"
"3730","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC21",172,"SO"
"3731","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC22",172,"SO"
"3732","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC23",171,"SO"
"3733","BARROW_BARROW.BW.RH_2019_CTL","BARROW","BARROW.BW.RH",2019,"CTL","BWC24",171,"SO"
"3734","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE01",172,"SO"
"3735","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE02",172,"SO"
"3736","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE03",172,"SO"
"3737","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE04",169,"SO"
"3738","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE05",169,"SO"
"3739","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE06",171,"SO"
"3740","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE07",171,"SO"
"3741","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE08",172,"SO"
"3742","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE09",171,"SO"
"3743","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE10",172,"SO"
"3744","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE11",172,"SO"
"3745","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE12",171,"SO"
"3746","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE13",169,"SO"
"3747","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE14",169,"SO"
"3748","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE15",172,"SO"
"3749","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE16",171,"SO"
"3750","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE17",169,"SO"
"3751","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE18",169,"SO"
"3752","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE19",172,"SO"
"3753","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE20",172,"SO"
"3754","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE21",172,"SO"
"3755","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE22",172,"SO"
"3756","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE23",171,"SO"
"3757","BARROW_BARROW.BW.RH_2019_OTC","BARROW","BARROW.BW.RH",2019,"OTC","BWE24",172,"SO"
"3758","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP101E",137,"YR"
"3759","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP101C",137,"YR"
"3760","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP102E",136,"YR"
"3761","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP102C",136,"YR"
"3762","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP103E",136,"YR"
"3763","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP103C",136,"YR"
"3764","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP251E",136,"YR"
"3765","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP251C",136,"YR"
"3766","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP252E",137,"YR"
"3767","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP252C",137,"YR"
"3768","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP252C",138,"YR"
"3769","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP253E",140,"YR"
"3770","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP253C",138,"YR"
"3771","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP253C",140,"YR"
"3772","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP451E",136,"YR"
"3773","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP451C",136,"YR"
"3774","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP452E",136,"YR"
"3775","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP452C",136,"YR"
"3776","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP453E",136,"YR"
"3777","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP453C",136,"YR"
"3778","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP751E",129,"YR"
"3779","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP751C",129,"YR"
"3780","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP752E",129,"YR"
"3781","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP752C",129,"YR"
"3782","NIWOT_NIWOT.SADSNFC.MW_1996_OTC","NIWOT","NIWOT.SADSNFC.MW",1996,"OTC","EP753E",129,"YR"
"3783","NIWOT_NIWOT.SADSNFC.MW_1996_CTL","NIWOT","NIWOT.SADSNFC.MW",1996,"CTL","EP753C",129,"YR"
"3784","LATNJA_LATNJA.DRY_HEATH.UM_1993_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1993,"OTC","1",135,"YR"
"3785","LATNJA_LATNJA.DRY_HEATH.UM_1993_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1993,"OTC","2",136,"YR"
"3786","LATNJA_LATNJA.DRY_HEATH.UM_1993_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1993,"OTC","3",137,"YR"
"3787","LATNJA_LATNJA.DRY_HEATH.UM_1993_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1993,"OTC","4",140,"YR"
"3788","LATNJA_LATNJA.DRY_HEATH.UM_1993_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1993,"OTC","5",130,"YR"
"3789","LATNJA_LATNJA.DRY_HEATH.UM_1993_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1993,"CTL","1",135,"YR"
"3790","LATNJA_LATNJA.DRY_HEATH.UM_1993_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1993,"CTL","2",136,"YR"
"3791","LATNJA_LATNJA.DRY_HEATH.UM_1993_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1993,"CTL","3",137,"YR"
"3792","LATNJA_LATNJA.DRY_HEATH.UM_1993_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1993,"CTL","4",140,"YR"
"3793","LATNJA_LATNJA.DRY_HEATH.UM_1993_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1993,"CTL","5",130,"YR"
"3794","LATNJA_LATNJA.DRY_HEATH.UM_1994_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1994,"OTC","1",159,"YR"
"3795","LATNJA_LATNJA.DRY_HEATH.UM_1994_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1994,"OTC","2",158,"YR"
"3796","LATNJA_LATNJA.DRY_HEATH.UM_1994_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1994,"OTC","3",142,"YR"
"3797","LATNJA_LATNJA.DRY_HEATH.UM_1994_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1994,"OTC","4",158,"YR"
"3798","LATNJA_LATNJA.DRY_HEATH.UM_1994_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1994,"OTC","5",135,"YR"
"3799","LATNJA_LATNJA.DRY_HEATH.UM_1994_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1994,"CTL","1",162,"YR"
"3800","LATNJA_LATNJA.DRY_HEATH.UM_1994_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1994,"CTL","2",162,"YR"
"3801","LATNJA_LATNJA.DRY_HEATH.UM_1994_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1994,"CTL","3",156,"YR"
"3802","LATNJA_LATNJA.DRY_HEATH.UM_1994_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1994,"CTL","4",161,"YR"
"3803","LATNJA_LATNJA.DRY_HEATH.UM_1994_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1994,"CTL","5",135,"YR"
"3804","LATNJA_LATNJA.DRY_HEATH.UM_1995_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1995,"OTC","1",162,"YR"
"3805","LATNJA_LATNJA.DRY_HEATH.UM_1995_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1995,"OTC","2",165,"YR"
"3806","LATNJA_LATNJA.DRY_HEATH.UM_1995_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1995,"OTC","3",168,"YR"
"3807","LATNJA_LATNJA.DRY_HEATH.UM_1995_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1995,"OTC","4",175,"YR"
"3808","LATNJA_LATNJA.DRY_HEATH.UM_1995_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1995,"OTC","5",145,"YR"
"3809","LATNJA_LATNJA.DRY_HEATH.UM_1995_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1995,"CTL","1",166,"YR"
"3810","LATNJA_LATNJA.DRY_HEATH.UM_1995_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1995,"CTL","2",168,"YR"
"3811","LATNJA_LATNJA.DRY_HEATH.UM_1995_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1995,"CTL","3",180,"YR"
"3812","LATNJA_LATNJA.DRY_HEATH.UM_1995_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1995,"CTL","4",177,"YR"
"3813","LATNJA_LATNJA.DRY_HEATH.UM_1995_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1995,"CTL","5",150,"YR"
"3814","LATNJA_LATNJA.DRY_HEATH.UM_1996_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1996,"OTC","1",150,"YR"
"3815","LATNJA_LATNJA.DRY_HEATH.UM_1996_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1996,"OTC","2",151,"YR"
"3816","LATNJA_LATNJA.DRY_HEATH.UM_1996_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1996,"OTC","3",149,"YR"
"3817","LATNJA_LATNJA.DRY_HEATH.UM_1996_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1996,"OTC","4",153,"YR"
"3818","LATNJA_LATNJA.DRY_HEATH.UM_1996_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1996,"OTC","5",145,"YR"
"3819","LATNJA_LATNJA.DRY_HEATH.UM_1996_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1996,"CTL","1",152,"YR"
"3820","LATNJA_LATNJA.DRY_HEATH.UM_1996_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1996,"CTL","2",155,"YR"
"3821","LATNJA_LATNJA.DRY_HEATH.UM_1996_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1996,"CTL","3",155,"YR"
"3822","LATNJA_LATNJA.DRY_HEATH.UM_1996_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1996,"CTL","4",158,"YR"
"3823","LATNJA_LATNJA.DRY_HEATH.UM_1996_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1996,"CTL","5",147,"YR"
"3824","LATNJA_LATNJA.DRY_HEATH.UM_1997_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1997,"OTC","1",141,"YR"
"3825","LATNJA_LATNJA.DRY_HEATH.UM_1997_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1997,"OTC","2",141,"YR"
"3826","LATNJA_LATNJA.DRY_HEATH.UM_1997_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1997,"OTC","3",141,"YR"
"3827","LATNJA_LATNJA.DRY_HEATH.UM_1997_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1997,"OTC","4",143,"YR"
"3828","LATNJA_LATNJA.DRY_HEATH.UM_1997_OTC","LATNJA","LATNJA.DRY_HEATH.UM",1997,"OTC","5",138,"YR"
"3829","LATNJA_LATNJA.DRY_HEATH.UM_1997_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1997,"CTL","1",141,"YR"
"3830","LATNJA_LATNJA.DRY_HEATH.UM_1997_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1997,"CTL","2",141,"YR"
"3831","LATNJA_LATNJA.DRY_HEATH.UM_1997_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1997,"CTL","3",141,"YR"
"3832","LATNJA_LATNJA.DRY_HEATH.UM_1997_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1997,"CTL","4",142,"YR"
"3833","LATNJA_LATNJA.DRY_HEATH.UM_1997_CTL","LATNJA","LATNJA.DRY_HEATH.UM",1997,"CTL","5",138,"YR"
"3834","LATNJA_LATNJA.DRY_MEADOW.UM_1994_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"OTC","1",130,"YR"
"3835","LATNJA_LATNJA.DRY_MEADOW.UM_1994_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"OTC","2",130,"YR"
"3836","LATNJA_LATNJA.DRY_MEADOW.UM_1994_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"OTC","3",130,"YR"
"3837","LATNJA_LATNJA.DRY_MEADOW.UM_1994_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"OTC","4",139,"YR"
"3838","LATNJA_LATNJA.DRY_MEADOW.UM_1994_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"OTC","5",137,"YR"
"3839","LATNJA_LATNJA.DRY_MEADOW.UM_1994_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"CTL","1",130,"YR"
"3840","LATNJA_LATNJA.DRY_MEADOW.UM_1994_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"CTL","2",130,"YR"
"3841","LATNJA_LATNJA.DRY_MEADOW.UM_1994_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"CTL","3",130,"YR"
"3842","LATNJA_LATNJA.DRY_MEADOW.UM_1994_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"CTL","4",139,"YR"
"3843","LATNJA_LATNJA.DRY_MEADOW.UM_1994_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1994,"CTL","5",137,"YR"
"3844","LATNJA_LATNJA.DRY_MEADOW.UM_1995_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"OTC","1",141,"YR"
"3845","LATNJA_LATNJA.DRY_MEADOW.UM_1995_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"OTC","2",137,"YR"
"3846","LATNJA_LATNJA.DRY_MEADOW.UM_1995_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"OTC","3",144,"YR"
"3847","LATNJA_LATNJA.DRY_MEADOW.UM_1995_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"OTC","4",156,"YR"
"3848","LATNJA_LATNJA.DRY_MEADOW.UM_1995_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"OTC","5",158,"YR"
"3849","LATNJA_LATNJA.DRY_MEADOW.UM_1995_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"CTL","1",152,"YR"
"3850","LATNJA_LATNJA.DRY_MEADOW.UM_1995_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"CTL","2",150,"YR"
"3851","LATNJA_LATNJA.DRY_MEADOW.UM_1995_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"CTL","3",148,"YR"
"3852","LATNJA_LATNJA.DRY_MEADOW.UM_1995_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"CTL","4",156,"YR"
"3853","LATNJA_LATNJA.DRY_MEADOW.UM_1995_CTL","LATNJA","LATNJA.DRY_MEADOW.UM",1995,"CTL","5",157,"YR"
"3854","LATNJA_LATNJA.DRY_MEADOW.UM_1996_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1996,"OTC","1",138,"YR"
"3855","LATNJA_LATNJA.DRY_MEADOW.UM_1996_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1996,"OTC","2",138,"YR"
"3856","LATNJA_LATNJA.DRY_MEADOW.UM_1996_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1996,"OTC","3",138,"YR"
"3857","LATNJA_LATNJA.DRY_MEADOW.UM_1996_OTC","LATNJA","LATNJA.DRY_MEADOW.UM",1996,"OTC","4",159,"YR"
