"year","treatment","spp","phen_stage","subsite","ct","ct_na","site_name"
2013,"CTL","TRIAND","Flower","WHITEMTNS.3100.CK",10,0,"WHITEMTNS"
2013,"OTC","TRIAND","Flower","WHITEMTNS.3100.CK",8,0,"WHITEMTNS"
2013,"OTC","TRIAND","FlowerEnd","WHITEMTNS.3100.CK",1,0,"WHITEMTNS"
2013,"SHADE","TRIAND","Flower","WHITEMTNS.3100.CK",4,0,"WHITEMTNS"
2013,"SHADE","TRIAND","FlowerEnd","WHITEMTNS.3100.CK",1,0,"WHITEMTNS"
