"year","treatment","spp","phen_stage","ct","ct_na","subsite","site_name"
1993,"CTL","DRYINT","fl_mat_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","DRYINT","fl_sen_f",12,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","DRYINT","fl_sen_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","DRYINT","lv_mat",12,6,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","DRYINT","lv_new",12,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","DRYINT","lv_sen",12,6,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","DRYINT","sd_disp",12,10,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","cap_imm_f",7,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","cap_imm_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","cap_mat_f",7,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","cap_mat_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_bbk_f",7,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_bbk_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_bds_f",7,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_bds_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_elo_f",7,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_elo_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_mat_f",7,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_mat_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_sen_f",7,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","fl_sen_l",0,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","lv_mat",7,0,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","lv_new",7,0,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"CTL","PAPRAD","lv_sen",7,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","bd_exp",60,6,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","fl_bbk",0,60,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","fl_bud_f",60,41,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","fl_bud_l",0,60,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","fl_mat_f",60,41,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","fl_mat_l",0,60,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","frt_imm_f",60,41,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","frt_mat_f",60,52,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","grth_csd",60,35,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","lv_sen",0,60,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","pd_elo",0,60,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","pt_sen_f",0,60,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","sh_bbk",60,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","CASTET","sh_elo",60,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","aborted",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","cap_f",12,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","cap_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_bbk_f",12,6,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_bbk_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_bud_f",12,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_bud_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_mat_f",12,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_mat_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_sen_f",12,3,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","fl_sen_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","lv_mat",12,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","lv_new",12,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","lv_sen",12,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","DRYINT","sd_disp",12,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","cap_imm_f",8,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","cap_imm_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","cap_mat_f",8,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","cap_mat_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_bbk_f",8,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_bbk_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_bds_f",8,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_bds_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_elo_f",8,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_elo_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_mat_f",8,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_mat_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_sen_f",8,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","fl_sen_l",0,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","lv_mat",8,0,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","lv_new",8,0,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"OTC","PAPRAD","lv_sen",8,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","bd_exp",50,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","fl_bbk",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","fl_bud_f",50,47,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","fl_bud_l",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","fl_mat_f",50,47,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","fl_mat_l",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","frt_imm_f",50,47,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","frt_mat_f",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","grth_csd",50,34,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","lv_sen",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","pd_elo",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","pt_sen_f",0,50,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","sh_bbk",50,4,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","CASTET","sh_elo",50,11,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","aborted",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","cap_f",12,9,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","cap_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_bbk_f",12,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_bbk_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_bud_f",12,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_bud_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_mat_f",12,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_mat_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_sen_f",12,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","fl_sen_l",0,12,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","lv_mat",12,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","lv_new",12,8,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","lv_sen",12,6,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","DRYINT","sd_disp",12,11,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","PAPRAD","cap_imm_f",10,7,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","PAPRAD","cap_imm_l",0,10,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","PAPRAD","cap_mat_f",10,5,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","PAPRAD","cap_mat_l",0,10,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","PAPRAD","fl_bbk_f",10,9,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
1993,"Snowadd","PAPRAD","fl_bbk_l",0,10,"ALEXFIORD.CASSIOPE.GH","ALEXFIORD"
