"year","treatment","spp","phen_stage","ct","ct_na","subsite","site_name"
1997,"CTL","DRYINT","fl_mat_l",21,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","DRYINT","fl_sen_f",21,14,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","DRYINT","fl_sen_l",21,15,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","DRYINT","lv_mat",21,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","DRYINT","lv_new",21,3,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","DRYINT","lv_sen",21,18,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","DRYINT","sd_disp",0,21,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","catkin_imm",40,33,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","female_swell",40,38,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","fl_bbk",40,34,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","fl_mat",40,32,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","lv_bbk",40,14,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","lv_exp",40,5,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","lv_mat",40,7,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","lv_sen",0,40,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","male_fl_sen",40,34,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"CTL","SALARC","sd_disp",0,40,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","cap_f",18,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","cap_l",18,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_bbk_f",18,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_bbk_l",18,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_bud_f",18,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_bud_l",18,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_mat_f",18,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_mat_l",18,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_sen_f",18,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","fl_sen_l",18,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","lv_mat",18,2,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","lv_new",18,4,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","lv_sen",18,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","DRYINT","sd_disp",0,18,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","catkin_imm",40,36,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","female_swell",40,38,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","fl_bbk",40,33,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","fl_mat",40,34,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","lv_bbk",40,20,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","lv_exp",40,10,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","lv_mat",40,11,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","lv_sen",40,35,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","male_fl_sen",40,37,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1997,"OTC","SALARC","sd_disp",0,40,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","cap_f",21,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","cap_l",21,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_bbk_f",21,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_bbk_l",21,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_bud_f",21,16,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_bud_l",21,18,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_mat_f",21,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_mat_l",21,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_sen_f",21,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","fl_sen_l",21,17,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","lv_mat",21,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","lv_new",21,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","lv_sen",21,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","DRYINT","sd_disp",0,21,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","catkin_imm",40,35,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","female_swell",40,38,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","fl_bbk",40,36,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","fl_mat",40,35,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","lv_bbk",40,2,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","lv_exp",40,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","lv_mat",0,40,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","lv_sen",40,1,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","male_fl_sen",40,38,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"CTL","SALARC","sd_disp",40,39,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","cap_f",16,12,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","cap_l",16,12,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_bbk_f",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_bbk_l",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_bud_f",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_bud_l",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_mat_f",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_mat_l",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_sen_f",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","fl_sen_l",16,12,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","lv_mat",16,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","lv_new",16,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","lv_sen",16,0,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","DRYINT","sd_disp",16,13,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","catkin_imm",40,36,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","female_swell",40,38,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","fl_bbk",40,36,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","fl_mat",40,37,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
1998,"OTC","SALARC","lv_bbk",40,18,"ALEXFIORD.MEADOW.GH","ALEXFIORD"
