"year","treatment","spp","phen_stage","subsite","ct","ct_na","site_name"
2007,"NIT_OTC","FESBRA","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"NIT_OTC","GENALG","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"NIT_OTC","GENALG","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"NIT_OTC","GENAMA","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","GENAMA","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","LEWPYG","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"NIT_OTC","LEWPYG","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"NIT_OTC","LUZSPI","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","LUZSPI","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","MERLAN","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"NIT_OTC","MERLAN","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"NIT_OTC","POTDIV","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","POTDIV","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","RHOINT","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","RHOINT","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"NIT_OTC","STELON","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",4,0,"NIWOT"
2007,"NIT_OTC","STELON","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",4,0,"NIWOT"
2007,"NIT_OTC","TRISPI","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"NIT_OTC","TRISPI","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","ACOROS","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"OTC","ACOROS","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"OTC","ARTSCO","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"OTC","ARTSCO","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",5,0,"NIWOT"
2007,"OTC","BISBIS","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",4,0,"NIWOT"
2007,"OTC","BISBIS","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",4,0,"NIWOT"
2007,"OTC","BISVIV","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","BISVIV","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",1,0,"NIWOT"
2007,"OTC","CALLEP","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"OTC","CALLEP","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",6,0,"NIWOT"
2007,"OTC","CARSCO","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"OTC","CARSCO","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",2,0,"NIWOT"
2007,"OTC","CASOCC","first_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
2007,"OTC","CASOCC","last_flowering_plot","NIWOT.ITEXNUTSNOW.KS",3,0,"NIWOT"
